band,idx,song,duration_s,harmonic_ratio,centroid,rolloff,flatness,contrast,flux,zcr,rms,tempo_excerpt,mode_score,key,voiced_frac_mix
morfonica,232,COLORFUL BOX (Cover),238.4,0.80834,2791.28942,5725.2876,0.0268,23.14095,1.28391,0.13129,0.28637,161.49902,-0.10066,Amin,0.50671
morfonica,233,unravel (Cover),237.4,0.86224,2943.44785,5930.14192,0.03389,22.19497,1.14087,0.13356,0.29118,135.99918,0.09667,G#maj,0.35346
morfonica,234,アゲハ蝶 (Cover),280.7,0.85883,2650.94853,5497.34454,0.01901,23.1342,1.38399,0.10969,0.29124,117.45384,-0.04556,Gmin,0.3581
morfonica,235,V.I.P (Cover),193.5,0.88768,2673.03744,5682.43231,0.0192,22.57371,1.19936,0.09918,0.30187,123.04688,0.06547,Fmaj,0.57379
morfonica,236,CQCQ (Cover),221.8,0.81322,2851.42664,5517.92774,0.03448,21.73865,1.2934,0.14131,0.28221,143.55469,-0.15429,G#min,0.24923
mugendai_mutype,237,アイの夢限,200.5,0.64958,2246.40648,4823.90416,0.01904,21.82116,1.30313,0.09484,0.28299,117.45384,-0.09863,Emin,0.20743
mugendai_mutype,238,どんがらがっしゃん,196.5,0.61131,2794.79548,5838.38692,0.0397,21.60594,1.35472,0.1369,0.33769,129.19922,-0.14036,Emin,0.19969
mugendai_mutype,241,Dream Voyage,262.3,0.67709,2575.93212,5437.81712,0.02752,22.34536,1.21107,0.11603,0.31944,103.35938,-0.18852,Emin,0.29102
mugendai_mutype,243,LET'Sあちあちトレーニング！,206.5,0.71934,3022.96818,6582.91019,0.03534,21.66342,1.46961,0.12068,0.27002,123.04688,-0.01563,C#min,0.23994
mugendai_mutype,248,コミュ着火Fire!,185.0,0.72987,3272.95585,7025.05752,0.05582,20.991,1.35489,0.15246,0.25846,99.38401,-0.03825,Fmin,0.14499
mugendai_mutype,253,エンプティパペット,186.0,0.67404,2915.65867,6454.49986,0.04615,20.9864,1.45897,0.12235,0.22345,123.04688,-0.08663,Dmin,0.24045
mugendai_mutype,256,夢現妄想世界,212.2,0.73673,2785.47705,5820.42592,0.03887,21.01881,1.29683,0.12745,0.3661,129.19922,-0.07834,G#min,0.42879
mugendai_mutype,258,超惑星Xへの旅,173.6,0.68507,3094.42202,6673.33187,0.05428,20.83051,1.33561,0.14156,0.30269,135.99918,-0.19481,F#min,0.10114
mygo,260,迷星叫,211.4,0.71671,2482.34398,5332.22331,0.02208,21.91816,1.23655,0.09961,0.37811,95.70312,0.13241,G#maj,0.30083
mygo,261,壱雫空,189.6,0.66784,2534.66344,5282.89583,0.03046,20.84127,1.16868,0.11328,0.39343,103.35938,0.05638,F#maj,0.19608
mygo,262,碧天伴走,218.9,0.72715,2595.69505,5455.19479,0.02789,21.34499,1.13774,0.11294,0.39908,129.19922,0.04623,C#maj,0.28999
mygo,263,影色舞,209.5,0.66999,2249.74843,4814.59311,0.01862,21.8513,1.38398,0.09423,0.33263,112.34715,-0.02538,A#min,0.34675
mygo,265,潜在表明,262.1,0.69895,2280.17248,4761.02121,0.02249,21.4823,1.24041,0.10124,0.30696,135.99918,-0.1633,Bmin,0.22807
mygo,266,音一会,282.0,0.5852,2736.2806,5640.18812,0.04392,20.96244,1.219,0.13713,0.37476,135.99918,-0.034,Fmin,0.06192
mygo,268,詩超絆,237.2,0.77667,2450.30788,5104.63024,0.02438,21.63322,1.0963,0.10821,0.39334,129.19922,0.22757,Cmaj,0.43137
mygo,269,迷路日々,215.5,0.82502,2346.21071,4818.89864,0.02187,22.08295,0.99797,0.09877,0.3903,129.19922,0.125,Dmaj,0.76883
mygo,271,名無声,271.7,0.76611,2191.38729,4829.45413,0.01566,21.90315,1.1471,0.08462,0.39022,129.19922,0.01521,F#maj,0.40402
mygo,272,栞,266.4,0.92386,1869.53653,4039.62002,0.00869,23.34688,1.25755,0.05861,0.38991,172.26562,0.34451,Dmaj,0.67183
mygo,273,歩拾道,260.3,0.72035,2581.5566,5503.72783,0.02849,21.90688,1.15356,0.11075,0.38933,129.19922,-0.18386,Emin,0.22549
mygo,274,明弦音,243.9,0.82638,2410.47054,5493.40012,0.01857,21.89859,1.25068,0.08537,0.44797,123.04688,0.13788,Amaj,0.52064
mygo,276,霧周途,222.2,0.71053,2515.11428,5450.93926,0.02613,21.32453,1.20411,0.1072,0.41095,112.34715,-0.0757,Dmin,0.42776
mygo,278,処救生,217.5,0.81255,2352.74063,5107.23023,0.0189,21.16057,1.18904,0.08762,0.44069,129.19922,-0.20552,Fmin,0.76987
mygo,279,輪符雨,207.6,0.82657,2429.62423,5109.10244,0.01863,21.85854,1.2211,0.09053,0.44161,103.35938,0.05098,Fmaj,0.53199
mygo,281,過惰幻,237.6,0.86859,1860.33284,4149.05824,0.00784,24.27229,1.22601,0.06975,0.33951,112.34715,0.21051,A#maj,0.74045
mygo,283,砂寸奏,223.6,0.72353,2549.92037,5415.53392,0.02734,20.85305,1.26169,0.10728,0.42849,123.04688,-0.11254,C#min,0.60268
mygo,285,残痕字,255.1,0.82741,2698.87276,5968.41391,0.03068,21.75913,1.15884,0.10424,0.41094,117.45384,0.15268,Emaj,0.78638
mygo,286,掌心正銘,221.5,0.79109,2860.32581,6269.43987,0.03908,21.52564,1.15882,0.11825,0.40155,123.04688,0.21698,Emaj,0.69917
mygo,287,証命讃歌,192.2,0.78607,2921.12759,6154.50167,0.04895,21.17105,1.15683,0.13628,0.39744,103.35938,-0.05382,Amin,0.44943
mygo,288,エガクミライ,239.4,0.83622,2106.97723,4530.42816,0.01465,22.98986,1.20604,0.08221,0.34664,89.10291,0.34476,G#maj,0.4066
mygo,290,聿日箋秋,236.4,0.81107,2360.91154,4921.87579,0.01862,21.76574,1.23241,0.09547,0.40438,123.04688,0.19705,Amaj,0.63932
mygo,292,だれかの心臓になれたなら (Cover),236.4,0.73483,2791.56655,5976.65275,0.0362,21.78098,1.21642,0.12377,0.32322,143.55469,-0.07803,Cmin,0.39164
mygo,295,過去を喰らう (Cover),240.5,0.71062,2735.4754,5838.76469,0.03491,21.30352,1.28432,0.12079,0.36988,123.04688,0.19978,D#maj,0.34107
mygo,296,君の神様になりたい。 (Cover),249.3,0.76405,2374.62018,5027.1696,0.02222,21.12022,1.23567,0.09915,0.41133,99.38401,0.22845,Dmaj,0.54954
mygo,299,猛独が襲う (Cover),254.3,0.80768,2673.12554,5549.29422,0.02953,21.56949,1.23028,0.10811,0.46542,151.99908,0.0941,Bmaj,0.72652
pastel_palettes,301,TITLE IDOL,268.4,0.76808,2668.59586,5534.49987,0.03038,22.81717,1.37662,0.12747,0.27528,143.55469,0.22404,A#maj,0.20949
pastel_palettes,302,ワクワクmeetsトリップ,247.3,0.68573,3016.23366,6220.40683,0.04627,22.05196,1.32997,0.14157,0.25759,135.99918,0.04885,Gmaj,0.12178
pastel_palettes,303,ゆら・ゆらRing-Dong-Dance,265.1,0.72013,3323.63578,6943.06357,0.06199,22.47868,1.29993,0.18007,0.24142,117.45384,-0.01875,Amin,0.19917
pastel_palettes,304,もういちど ルミナス,260.0,0.78447,2665.78003,5420.21167,0.02379,23.36189,1.18045,0.13137,0.21702,172.26562,0.18522,Amaj,0.71569
pastel_palettes,306,天下トーイツ A to Z☆,218.6,0.64476,3018.27792,6169.49603,0.04847,21.93982,1.25355,0.15979,0.26633,151.99908,-0.1067,C#min,0.33591
pastel_palettes,307,しゅわりん☆どり〜みん,236.4,0.66044,3080.71805,6349.53938,0.05191,22.2266,1.23903,0.16615,0.22463,117.45384,-0.02896,Amin,0.34881
pastel_palettes,310,Winking☆Cheer,310.1,0.7849,2376.36244,4952.14783,0.01869,22.94865,1.18299,0.11286,0.26781,99.38401,0.21876,Cmaj,0.3225
pastel_palettes,311,ゆめゆめグラデーション,284.7,0.73593,2900.69263,5998.67484,0.03813,22.41405,1.32851,0.14593,0.2535,135.99918,0.14421,Emaj,0.20795
pastel_palettes,312,はなまる◎アンダンテ,226.5,0.75343,2762.72602,5827.74254,0.03195,22.95394,1.2189,0.13432,0.24128,112.34715,-0.16219,Gmin,0.22033
pastel_palettes,313,パスパレボリューションず☆,231.3,0.75932,2731.29083,5497.97787,0.03381,22.46213,1.2242,0.13869,0.2935,117.45384,-0.12667,F#min,0.17699
pastel_palettes,314,SURVIVOR ねばーぎぶあっぷ!,248.6,0.72591,2953.11065,5995.5693,0.04279,21.72531,1.26753,0.15009,0.29745,99.38401,-0.11922,F#min,0.39061
pastel_palettes,315,Wonderland Girl,271.0,0.71096,3006.73598,6240.8956,0.0436,21.76074,1.26828,0.15071,0.30155,135.99918,0.01711,Gmaj,0.52064
pastel_palettes,316,ゼッタイ宣言～Recital～,241.5,0.67697,2677.52483,5768.10401,0.02966,21.94705,1.32998,0.12003,0.26027,117.45384,-0.19402,C#min,0.44066
pastel_palettes,317,ぎゅっDAYS♪,251.6,0.68314,3116.36122,6555.47147,0.05223,21.93174,1.21196,0.16102,0.26099,112.34715,0.32132,Cmaj,0.37049
pastel_palettes,318,Wonderful Sweet!,247.4,0.67266,3163.14633,6349.12272,0.063,21.73023,1.2168,0.17878,0.31018,112.34715,-0.14961,C#min,0.1806
pastel_palettes,319,るんっ♪てぃてぃー！,229.3,0.65577,3036.41658,6471.71642,0.04697,21.63345,1.24273,0.13585,0.31364,161.49902,0.06963,Amaj,0.17183
pastel_palettes,320,パッパレ☆人生！バーン万歳！,239.5,0.62788,2865.56808,6264.19545,0.0411,21.0804,1.52969,0.12891,0.2685,112.34715,-0.06334,Gmin,0.24613
pastel_palettes,321,Brand new Pastel Road!,255.5,0.74445,2940.80944,6093.56315,0.04782,21.29423,1.18159,0.14437,0.27949,112.34715,0.22077,A#maj,0.30392
pastel_palettes,322,あこがれacross,234.6,0.67479,2568.55781,5311.56233,0.02758,22.18522,1.22465,0.12594,0.28314,95.70312,0.11571,Amaj,0.43137
pastel_palettes,323,ハレハレ☆フォーチュン,270.5,0.6454,2830.66423,5711.15435,0.03932,22.19007,1.21438,0.14561,0.27608,143.55469,0.04045,F#maj,0.14448
pastel_palettes,324,ハナヒバナ,274.2,0.77725,2538.27983,5227.74061,0.02446,23.01644,1.26984,0.12248,0.27015,95.70312,0.32396,Gmaj,0.53406
pastel_palettes,325,そばかす,250.6,0.74624,2890.68786,5738.03753,0.03632,23.07669,1.20141,0.16533,0.28293,172.26562,0.12417,Gmaj,0.29825
pastel_palettes,327,ドリームパレード,234.7,0.68178,2990.99195,6070.94662,0.04462,21.58184,1.22693,0.15943,0.29261,112.34715,0.04006,Dmaj,0.23013
pastel_palettes,329,DANCE! おジャ魔女,196.5,0.65642,2647.79755,5594.26617,0.0276,21.95852,1.32192,0.12436,0.30423,151.99908,-0.11357,Amin,0.23787
pastel_palettes,331,ゆりゆららららゆるゆり大事件,229.3,0.7588,3281.34473,6645.8487,0.05451,22.6257,1.43425,0.17308,0.30088,117.45384,0.04461,D#maj,0.06966
pastel_palettes,333,Stay Alive,264.0,0.80197,2705.72461,5537.82207,0.02805,23.11378,1.03615,0.12964,0.29904,135.99918,0.27274,G#maj,0.31115
pastel_palettes,334,秘密の扉から会いにきて,218.6,0.78221,3157.52133,6662.15416,0.04567,21.6391,1.22916,0.1464,0.29829,123.04688,0.15746,Fmaj,0.09288
pastel_palettes,336,ドラマチック！アライブ,259.5,0.77109,2923.04739,6181.81262,0.03138,22.01291,1.49961,0.12589,0.28913,123.04688,-0.29839,Cmin,0.43447
pastel_palettes,337,Radiate Warriors,240.3,0.6981,2707.40188,5581.60514,0.03603,21.41904,1.18007,0.12621,0.28164,129.19922,-0.13908,C#min,0.12178
pastel_palettes,338,ReReReエボリューションず☆,214.5,0.77326,2657.47797,5109.11355,0.02539,23.22952,1.16332,0.15122,0.31043,123.04688,0.20548,Emaj,0.33127
pastel_palettes,339,everyday flower,240.3,0.82898,2580.65875,5345.49545,0.0237,23.20472,1.1813,0.12111,0.31221,135.99918,0.10616,Amaj,0.37358
pastel_palettes,340,With〜きみとわたしたちの物語〜,245.9,0.78882,3041.5291,6743.04256,0.03821,22.96308,1.12622,0.14734,0.28158,92.28516,0.08475,Emaj,0.37977
pastel_palettes,343,ホワイト ノスタルジア,283.8,0.84275,2452.2245,5136.78005,0.02197,22.79892,1.08631,0.11014,0.27353,135.99918,0.18885,Emaj,0.68421
pastel_palettes,344,Y.O.L.O！！！！！(パスパレver.),268.9,0.82034,3035.07876,6753.4925,0.04043,22.34051,1.2125,0.13032,0.29536,103.35938,-0.06159,Gmin,0.34675
pastel_palettes,345,奏（かなで） (Cover),294.4,0.83098,2623.64301,5445.28374,0.02469,23.90727,1.27295,0.11973,0.21432,151.99908,0.15941,Emaj,0.53354
pastel_palettes,346,Sparkling Daydream (Cover),249.2,0.69765,2954.77908,6179.09597,0.04125,21.87989,1.23962,0.13806,0.27796,117.45384,0.21023,Bmaj,0.3612
pastel_palettes,347,春を告げる (Cover),198.9,0.52834,2474.87678,5374.27306,0.01841,22.56526,1.59344,0.10118,0.23902,117.45384,0.12965,F#maj,0.39783
pastel_palettes,348,だから、ひとりじゃない (Cover),230.1,0.72334,2736.15593,6310.21184,0.02488,22.65529,1.31228,0.11002,0.27105,89.10291,0.05183,D#maj,0.35243
pastel_palettes,349,サインはB (Cover),215.4,0.70767,3075.59624,6343.28942,0.04741,21.92438,1.30482,0.15008,0.30904,117.45384,0.03534,F#maj,0.16667
pastel_palettes,350,愛包ダンスホール (Cover),222.8,0.55847,3474.89468,7243.01731,0.07264,21.49127,1.34764,0.1777,0.27492,112.34715,-0.07235,C#min,0.24768
pastel_palettes,351,最上級にかわいいの！ (Cover),191.3,0.72338,2402.67135,5226.35729,0.02366,21.76596,1.22311,0.10206,0.33902,112.34715,0.12787,Fmaj,0.41228
pastel_palettes,353,金曜日のおはよう (Cover),241.7,0.58356,3069.23977,6261.86214,0.03906,22.62986,1.37111,0.14228,0.27081,151.99908,0.24922,D#maj,0.26935
pastel_palettes,354,魔法少女とチョコレゐト (Cover),188.0,0.81019,2873.61554,6103.09643,0.03006,22.49587,1.76366,0.10189,0.33038,151.99908,0.07415,Emaj,0.18318
pastel_palettes,355,可愛くてごめん (Cover),220.3,0.73773,2774.56194,6021.89692,0.03244,22.2972,1.29055,0.12328,0.30016,107.66602,0.25399,Dmaj,0.39525
pastel_palettes,356,からくりピエロ (Cover),252.2,0.77942,2902.16509,6045.94677,0.03816,22.96175,1.42889,0.13723,0.19268,103.35938,-0.05581,Cmin,0.5258
pastel_palettes,358,ルカルカ★ナイトフィーバー (Cover),242.0,0.72351,3190.16785,6579.86577,0.05992,21.74639,1.17727,0.17516,0.2761,161.49902,-0.20446,Fmin,0.08617
pastel_palettes,359,アイドル (Cover),214.4,0.81461,3273.31354,7137.34017,0.04349,21.47902,1.67907,0.12985,0.34369,161.49902,-0.15887,Amin,0.14448
pastel_palettes,360,secret base ～君がくれたもの～ (Cover),322.0,0.84794,2193.50764,4682.26058,0.01095,24.63083,1.15361,0.10267,0.22359,143.55469,0.23637,F#maj,0.5387
pastel_palettes,361,ふわふわ時間 (Cover),245.2,0.6587,3150.79687,6300.15635,0.06107,21.41253,1.21373,0.17791,0.24018,89.10291,0.26991,Emaj,0.34727
pastel_palettes,362,Fantastic future (Cover),246.9,0.78013,3088.92281,6538.86046,0.04995,22.41047,1.33475,0.14896,0.21784,112.34715,-0.07895,A#min,0.35294
pastel_palettes,363,Baby Sweet Berry Love (Cover),244.2,0.69487,2714.4342,5362.81757,0.03087,22.91364,1.36895,0.13671,0.24185,112.34715,-0.00924,G#min,0.18473
pastel_palettes,364,Q＆A　リサイタル！ (Cover),291.2,0.52647,3189.43999,6333.71726,0.05415,21.97625,1.29326,0.17559,0.26843,123.04688,0.31321,Dmaj,0.20537
pastel_palettes,365,ヒトリゴト (Cover),235.3,0.69703,2791.06146,6046.71899,0.02485,22.60111,1.52228,0.12332,0.26573,161.49902,-0.09179,Gmin,0.36945
pastel_palettes,367,世界は恋に落ちている (Cover),313.2,0.69185,3389.60814,7050.57403,0.05803,22.45037,1.23861,0.20226,0.24751,129.19922,0.29466,Gmaj,0.21259
pastel_palettes,368,ハッピーシンセサイザ (Cover),238.0,0.60405,3346.01037,7054.49623,0.06187,21.96392,1.48866,0.16167,0.23363,129.19922,0.24078,Fmaj,0.04076
pastel_palettes,369,春擬き (Cover),269.0,0.72853,2737.23103,5631.96594,0.02969,22.56821,1.15096,0.13246,0.31737,117.45384,0.06308,Dmaj,0.39886
pastel_palettes,371,花ハ踊レヤいろはにほ (Cover),251.1,0.6639,2932.50066,6128.67961,0.04351,21.75732,1.22433,0.14259,0.30713,161.49902,-0.10959,Cmin,0.36017
pastel_palettes,372,夜に駆ける (Cover),262.6,0.68775,2505.28069,5630.49929,0.01936,23.28071,1.61075,0.09523,0.29001,129.19922,-0.08926,Gmin,0.25284
pastel_palettes,373,徒花ネクロマンシー (Cover),242.7,0.75382,3201.50017,6518.14947,0.05394,22.06657,1.15219,0.16589,0.27188,112.34715,0.37679,Cmaj,0.58927
poppin_party,375,Yes! BanG_Dream!,310.0,0.67823,2927.3014,5534.13876,0.04049,21.71821,1.3079,0.15886,0.24629,123.04688,-0.24015,G#min,0.48916
poppin_party,376,STAR BEAT!～ホシノコドウ～,320.7,0.69185,2852.73779,5661.22688,0.04375,21.71559,1.19203,0.15248,0.30738,99.38401,0.33944,Gmaj,0.17647
poppin_party,377,走り始めたばかりのキミに,261.0,0.77436,2602.87729,5249.31826,0.02894,22.26909,1.16537,0.13169,0.25397,123.04688,-0.11666,Amin,0.61352
poppin_party,378,ティアドロップス,217.1,0.73527,2870.64967,5756.44852,0.03836,21.34807,1.26915,0.14024,0.28789,129.19922,-0.12765,Bmin,0.14138
poppin_party,379,ときめきエクスペリエンス！,257.7,0.70768,2784.88208,5651.12138,0.04052,21.45007,1.23545,0.13923,0.27897,89.10291,-0.01592,Emin,0.43498
poppin_party,380,キラキラだとか夢だとか ～Sing Girls～,305.9,0.67826,2697.67765,5626.28265,0.03729,21.4852,1.21884,0.13121,0.28045,123.04688,0.02808,Dmaj,0.39422
poppin_party,381,私の心はチョココロネ,252.9,0.78299,2346.2843,4960.72,0.01977,22.8712,1.30279,0.09809,0.24775,135.99918,-0.13891,Bmin,0.54334
poppin_party,382,前へススメ！,309.5,0.75157,2620.01208,5450.50037,0.0276,23.36835,1.34561,0.12671,0.2696,89.10291,-0.18786,Gmin,0.45614
poppin_party,383,夢みるSunflower,279.9,0.71973,2587.7868,5470.15581,0.0305,22.11958,1.37802,0.12047,0.28595,161.49902,0.13717,Bmaj,0.33591
poppin_party,384,ティアドロップス ～Popipa Acoustic Ver.～,232.7,0.86986,2203.92425,4908.84809,0.01096,23.63282,1.58839,0.07673,0.23981,123.04688,-0.13365,Bmin,0.3323
poppin_party,385,走り始めたばかりのキミに ～Popipa Acoustic Ver.～,296.2,0.81796,2238.22661,5048.59725,0.01186,23.87837,1.43238,0.08113,0.19871,107.66602,-0.1224,Bmin,0.49174
poppin_party,386,Time Lapse,249.0,0.67406,3063.26705,6167.88493,0.058,21.29383,1.27174,0.16189,0.26911,95.70312,-0.06756,Emin,0.31424
poppin_party,387,八月のif,275.7,0.8488,2639.23153,5452.80036,0.02944,22.7206,1.10817,0.12466,0.27215,117.45384,0.35585,Amaj,0.67183
poppin_party,388,クリスマスのうた,277.4,0.69108,2857.23909,5748.28746,0.03906,21.86595,1.24272,0.14688,0.28395,135.99918,0.2744,Amaj,0.43344
poppin_party,389,B.O.F,218.9,0.78096,2690.90539,5651.69916,0.03328,22.06496,1.23181,0.12642,0.29084,172.26562,-0.02392,C#min,0.57379
poppin_party,390,CiRCLING,261.3,0.67927,2864.03614,5746.27636,0.04086,21.75655,1.23184,0.14922,0.27872,107.66602,0.24598,F#maj,0.27399
poppin_party,391,二重の虹(ダブル レインボウ),246.2,0.82399,2446.08309,5147.61887,0.02662,22.55722,1.16982,0.10696,0.25836,95.70312,0.00242,Fmaj,0.65686
poppin_party,394,Yes! BanG_Dream! ～Popipa Acoustic Ver.～,308.4,0.78932,2446.70717,5466.09473,0.01781,23.56573,1.63345,0.09493,0.23025,172.26562,0.17192,Bmaj,0.24613
poppin_party,395,夏空 SUN! SUN! SEVEN! ～Popipa Acoustic Ver.～,299.9,0.79884,2508.49474,5545.1498,0.01875,23.32751,1.55784,0.09707,0.18355,161.49902,0.22383,A#maj,0.44324
poppin_party,396,STAR BEAT!～ホシノコドウ～ ～Popipa Acoustic Ver.～,327.7,0.84696,2337.05002,5191.12417,0.01371,23.86624,1.38852,0.09037,0.1906,172.26562,-0.03962,Bmin,0.28535
poppin_party,397,Breakthrough!,275.8,0.7513,2781.079,5717.53765,0.03495,22.42501,1.21356,0.1393,0.28936,123.04688,0.09731,Cmaj,0.36894
poppin_party,398,NO GIRL NO CRY/Poppin'Party Ver.,312.8,0.69797,2775.4304,5614.26605,0.04228,21.39102,1.20041,0.14248,0.31724,129.19922,0.15452,Dmaj,0.47833
poppin_party,399,イニシャル,295.2,0.71034,2694.25875,5436.30602,0.03907,21.43534,1.18995,0.13808,0.27873,129.19922,0.01771,Dmaj,0.49432
poppin_party,400,Hello! Wink!,281.9,0.64438,2858.73374,5997.44707,0.04409,20.95573,1.30087,0.13632,0.26282,151.99908,-0.18534,Dmin,0.36429
poppin_party,401,Step×Step!,249.0,0.81029,2547.0099,5255.346,0.02242,23.03653,1.17425,0.11741,0.27345,143.55469,0.14679,G#maj,0.56605
poppin_party,402,Jumpin',247.9,0.71346,2604.13407,5335.55107,0.02957,22.07191,1.22416,0.12927,0.3011,99.38401,0.09461,G#maj,0.29928
poppin_party,404,キラキラスター！,276.0,0.75411,2529.82104,5295.53465,0.02642,22.36933,1.20944,0.11856,0.28788,151.99908,0.04682,F#maj,0.33849
poppin_party,405,Returns,323.2,0.767,2489.09957,5109.36355,0.02707,21.99813,1.11443,0.12135,0.30984,123.04688,0.0158,Gmaj,0.20382
poppin_party,407,キズナミュージック♪,315.4,0.7585,2500.25556,5068.13602,0.0265,22.21928,1.12163,0.12251,0.29207,95.70312,-0.05332,F#min,0.44892
poppin_party,409,夢を撃ち抜く瞬間に！,280.6,0.78911,2541.14242,5165.92432,0.0283,21.80134,1.17339,0.12054,0.32633,103.35938,0.19323,Cmaj,0.63622
poppin_party,410,ぽっぴん'しゃっふる,278.2,0.6597,2703.75256,5179.8909,0.03351,21.73051,1.27564,0.15038,0.30949,107.66602,0.1489,Emaj,0.2709
poppin_party,411,夏空 SUN! SUN! SEVEN!,271.2,0.72855,2664.81341,5436.72268,0.03491,21.31599,1.27748,0.12559,0.3222,89.10291,0.31939,A#maj,0.20537
poppin_party,412,1000回潤んだ空,330.8,0.75696,2572.25462,5420.57833,0.0274,21.92292,1.22488,0.11482,0.30873,123.04688,0.1525,Cmaj,0.24665
poppin_party,413,HAPPY HAPPY PARTY!,282.5,0.70243,2670.19696,5502.37784,0.03008,22.04812,1.27996,0.11698,0.27883,135.99918,0.10546,Emaj,0.63158
poppin_party,414,夏のドーン！,221.3,0.63378,3023.09741,6126.61295,0.05038,21.74426,1.28618,0.16066,0.25781,107.66602,-0.04565,Emin,0.3194
poppin_party,415,キミにもらったもの,235.4,0.82998,2229.68518,4897.95927,0.01727,23.49659,1.13341,0.08956,0.23365,143.55469,0.22996,Fmaj,0.63261
poppin_party,416,Light Delight,308.8,0.8195,2494.92848,5277.42364,0.02394,22.444,1.19358,0.10638,0.31272,123.04688,0.12743,Emaj,0.53715
poppin_party,417,切ないSandglass,246.5,0.79018,2641.71245,5569.67743,0.02729,22.51325,1.37628,0.11721,0.28569,92.28516,0.28264,Dmaj,0.49536
poppin_party,418,Home Street,228.0,0.71321,2855.83334,5757.72074,0.03618,22.58794,1.32505,0.14475,0.28334,103.35938,0.25945,Emaj,0.5258
poppin_party,419,What's the POPIPA!?,278.7,0.65096,2954.15758,5965.0306,0.04825,21.08108,1.26356,0.14965,0.28349,123.04688,0.18902,Dmaj,0.30857
poppin_party,420,SAKURA MEMORIES,254.6,0.75931,2550.4874,5314.42342,0.02692,22.52256,1.23514,0.11897,0.23992,117.45384,0.22302,Gmaj,0.45459
poppin_party,422,Tomorrow's Door,247.6,0.78157,2700.43802,5655.70469,0.03193,21.58112,1.19674,0.12236,0.35196,117.45384,0.14022,Bmaj,0.42054
poppin_party,423,イントロダクション,221.4,0.75073,2600.59188,5452.57258,0.02825,22.20525,1.2915,0.12041,0.27588,161.49902,-0.24908,Dmin,0.30134
poppin_party,424,TARINAI,219.6,0.73268,2851.54715,5836.66471,0.04181,21.18943,1.27757,0.13866,0.31652,129.19922,-0.09664,Bmin,0.35036
poppin_party,425,DOKI DOKI SCARY,240.4,0.71995,2864.34292,5893.51992,0.03992,21.63458,1.29064,0.13958,0.37022,143.55469,-0.18031,Bmin,0.60475
poppin_party,427,夏に閉じこめて,261.6,0.77797,2438.83882,5189.41306,0.02289,21.97973,1.23217,0.10457,0.26993,95.70312,0.33157,Dmaj,0.52219
poppin_party,428,ぽっぴん'どりーむ！,269.8,0.67368,2779.3533,5719.49319,0.03936,21.44469,1.25417,0.13698,0.31976,99.38401,-0.01643,Emin,0.22601
poppin_party,430,新しい季節に,211.8,0.79724,2426.64528,5096.28029,0.02168,22.70961,1.19263,0.10817,0.29052,123.04688,0.39301,Gmaj,0.49174
poppin_party,431,トレモロアイズ,241.4,0.73871,2916.08318,6209.14023,0.04056,21.54072,1.28713,0.12941,0.32319,112.34715,0.23546,Dmaj,0.59649
poppin_party,432,雨上がり、キミと,265.9,0.75538,2945.24189,6177.4682,0.04216,21.70503,1.20402,0.13373,0.3884,123.04688,0.27312,Fmaj,0.5418
poppin_party,434,Live Beyond!!,314.6,0.78198,2771.53844,5693.59335,0.03671,22.18932,1.19024,0.13546,0.26797,129.19922,0.30373,Fmaj,0.4644
poppin_party,435,Sweets BAN!,255.9,0.70017,2812.02456,5955.7751,0.04066,21.41982,1.27956,0.1334,0.27457,103.35938,0.06201,G#maj,0.30908
poppin_party,436,キミが始まる！,218.2,0.76812,2644.7028,5436.57824,0.03154,22.12872,1.194,0.12994,0.26133,117.45384,0.16138,Dmaj,0.34881
poppin_party,437,Moonlight Walk,226.6,0.72855,2768.82997,5782.0317,0.03674,21.62732,1.25468,0.1308,0.27258,95.70312,-0.03484,Fmin,0.23994
poppin_party,438,ここから先は歌にならない,277.6,0.69205,2846.55857,5899.90877,0.04486,21.36171,1.19228,0.14227,0.2541,95.70312,0.17211,F#maj,0.23426
poppin_party,439,青春 To Be Continued,256.4,0.73473,2810.1472,6057.10782,0.03475,21.81504,1.33975,0.12107,0.33288,135.99918,0.10878,Gmaj,0.51961
poppin_party,440,Future Place,233.0,0.71108,2997.48238,6391.78357,0.04529,21.7329,1.28412,0.14253,0.33004,123.04688,0.25879,Dmaj,0.36326
poppin_party,441,大好き！,247.5,0.72484,2602.86781,5412.76727,0.02925,22.00198,1.26549,0.1223,0.34724,112.34715,0.04175,Amaj,0.29928
poppin_party,442,Five Letters,249.2,0.81751,2583.98681,5599.54947,0.02546,22.59256,1.17893,0.10824,0.32067,129.19922,0.15103,G#maj,0.53715
poppin_party,444,RiNG A BELL,261.1,0.71849,2808.76912,5973.29166,0.04161,21.60704,1.25536,0.13687,0.33483,123.04688,-0.05165,F#min,0.37564
poppin_party,445,Drive Your Heart,268.9,0.75214,2762.13677,5832.20362,0.03348,21.72889,1.237,0.12175,0.35784,151.99908,0.36699,Gmaj,0.32817
poppin_party,447,START!! True dreams,242.9,0.73883,2902.96332,6089.05762,0.03757,21.35387,1.26521,0.12987,0.3679,89.10291,0.12162,Cmaj,0.55934
poppin_party,448,どきどきデエト,217.3,0.76341,2624.69746,5668.76572,0.02885,21.42157,1.33456,0.10956,0.32763,123.04688,0.34051,Fmaj,0.66047
